"[0.03232172, 0.0011971008, 10.172364]","[0.01316811, -0.01316811, 10.17416]","[0.006584055, -0.032920275, 10.172364]","[0.017956512, -0.017357962, 10.128072]","[0.02873042, -0.0017956513, 10.166978]","[0.018555064, -0.020350715, 10.204087]","[0.006584055, -0.010175358, 10.183737]","[0.012569559, -0.014963761, 10.178948]","[0.029927522, 0.0017956513, 10.201694]","[0.04189853, -0.013766659, 10.1699705]","[0.01316811, 0.0053869537, 10.181343]","[-0.016759412, -0.0023942017, 10.17835]","[0.0011971008, -0.0047884034, 10.199898]","[0.026934769, -0.0011971008, 10.148422]","[0.03232172, -0.008379706, 10.172963]","[0.031124622, -0.033518825, 10.156802]","[0.019153614, -0.0053869537, 10.184336]","[0.030526072, -0.021547815, 10.156203]","[0.022744916, -0.025139118, 10.179547]","[0.020949265, -0.0077811554, 10.150218]","[-0.012569559, 0.0035913025, 10.19092]","[0.02932897, -0.02873042, 10.149619]","[0.012569559, -0.0011971008, 10.170568]","[0.022744916, 0.008379706, 10.166379]","[0.021547815, -0.0011971008, 10.174759]","[-0.026934769, 0.012569559, 10.1699705]","[0.03232172, -0.009576807, 10.171766]","[0.011372458, -0.0017956513, 10.193314]","[0.013766659, -0.0053869537, 10.144831]","[0.014963761, -0.0011971008, 10.198701]","[0.017956512, -0.008379706, 10.153211]"
2017, 0.002992752, 10.157401]"
